Date,AAPL,ABBV,ABT,ACN,ADBE,AMAT,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,FDX,GD,GE,GEV,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,JNJ,JPM,KO,LIN,LLY,LMT,LOW,LRCX,MA,MCD,MDLZ,MDT,META,MMM,MO,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2024-11-06,0.013509353449036032,-0.05075758267973374,-0.02373268993180999,0.007770654414567035,-0.017310165458115367,0.0665072452360711,0.16030090543427455,-0.0129374892920473,0.11313206250497376,-0.13337343998674567,0.0065289795047702714,-0.09680073994139282,0.04843188186213865,-0.13724018156154005,-0.07489527826924647,-0.18142632218138566,-0.08508320592527241,-0.05335368600287271,-0.033274584640148985,-0.10123565344852592,-0.07840448223815755,0.09851884224235652,-0.10232018532090681,-0.2773914504398103,-0.025541487592254386,-0.011258634681590385,-0.052577226280397626,-0.09747768968409809,0.05468039078643283,-0.060302463670449,-0.013565323153965858,0.07830812346890592,-0.06896545659297626,-0.026746295090827488,-0.1593858862199382,-0.07138485885783696,-0.043943004365443405,0.035792419093888306,-0.2725621887519827,-0.07604724432673615,-0.1964790366329685,-0.0762221206745588,-0.0737923791496875,-0.20019348100778633,0.0623160041369909,-0.04541057485771294,0.06569833414581938,-0.07418523005471123,-0.05886600794610741,-0.07229763229324493,0.011334361159315076,-0.17228947230910485,0.07921366634150029,0.014506671072894939,0.15030855308697166,0.09247589820011881,0.038165820529665995,0.05221570637452255,-0.04981852413524801,0.02616767348727589,0.06323213881151968,-0.022350864997361386,0.03514986046248936,0.0057168070941694404,-0.09566119573779464,0.07178393329639432,-0.23294826162374527,-0.013189962210899298,-0.09059883039378946,0.07428573013487938,-0.0809826121986379,0.0674753802925353,-0.07861172818369577,-0.09571844689859188,-0.04173615548002596,0.0335053861324901,0.06237148192459252,0.0366503001385694,-0.33968631501079205,-0.0547979091609323,-0.0399783745277138,0.015465618407708659,0.0013510926196628192,-0.1671804193554165,0.020943065392284965,-0.03815097921863608,-0.03415259759230116,0.06007238379009505,-0.09954071361893435,-0.18008179459835127,-0.07010197766327497,0.02376260472764058,-0.02598092311514777,-0.046009475763850505,-0.022602277136597015,-0.15815633265684292,-0.11798074817816828,0.05015846500856702,-0.26474712759868546,-0.04679478030023421,0.008521831360969845
2024-11-07,0.008974360605773057,-0.03779811440607905,0.0009194518987540867,0.0079482614803833,-0.01384396664783405,0.05349650127841399,0.12396208875347337,0.0015508075373483754,0.10376848223556434,-0.13436304546545652,0.011508513829310063,-0.05673867858418902,-0.010778607906416937,-0.11395876004365113,-0.05605495948131112,-0.14652133422267122,-0.0838355988313968,-0.03617430189080051,-0.009278374737790918,-0.0716467351164416,-0.03404081143096449,0.09679494611907213,-0.06739128391650451,-0.21752302877638208,-0.012886404702323828,-0.0066487699030226555,-0.07939703162828926,-0.08439142875689387,0.1252694749504023,-0.04757774655207214,-0.014008209001882488,0.0859117456078452,-0.05694436442645001,0.0021560069852174513,-0.14709604696149858,-0.07017083718654393,-0.029411192740757874,0.05510347627958867,-0.26324061880359406,-0.13652204109773325,-0.15564346050360456,-0.11787092497733487,-0.11670575451880705,-0.15240118713313877,0.0399691705654216,-0.01778200207355951,0.08796409137764527,-0.11807334040336936,-0.08634025888049268,-0.06913011149825254,0.024400976753303105,-0.10758129109225711,0.08495051859236646,0.008731356214542019,0.13296144447227776,0.08803352169380729,0.03517657039907218,0.04405017412758905,-0.03586339913633774,0.030181412691048126,0.07501740835121096,0.0026030638742072787,-0.0020152698965061333,0.014369244932314396,-0.06589693702278732,0.08252465934726039,-0.18722935180602662,-0.01909175754309156,-0.11514267624049035,0.07396388513559649,-0.09500575275025502,0.0791995329992704,-0.08163854672730952,-0.12235208555214361,-0.0476698921569918,0.0494959202905535,0.09042725630820403,0.0289434965077231,-0.29561789205300326,-0.029955014710249195,-0.01580313657597987,0.031222271475040086,-0.0025032237794690992,-0.09700141888179759,0.022489675346866744,-0.038527475358932195,-0.017919793933472317,0.07235717433471167,-0.09147052508426823,-0.2317361539230407,-0.06831343951544189,0.0608707503014968,-0.02406912389138105,-0.02053184111381623,-0.008646557124456278,-0.09889139017389303,-0.10425006026502315,0.06589605327880688,-0.21341676189122727,-0.04291045297655138,0.007699150462766036
2024-11-08,0.007991110085517006,-0.03469584411940896,-0.013141977465430221,0.015343426263959237,0.01765397962375792,0.05849194749702302,0.09885489372380274,-0.013301590316318501,0.07388704455367001,-0.11534958201625933,0.011039831655293098,-0.06333414322797548,-0.03451096526465913,-0.1290967594450969,-0.041441310076285154,-0.1527558121394037,-0.08757932782449274,-0.03320609899873861,-0.018640254814704216,-0.09071496125504708,0.004681064869052065,0.06254820619288759,-0.06836978131212734,-0.2255013399435768,-0.004557388561237552,-0.05754514767344876,-0.10952195177508961,-0.08442280268646019,0.15992636608541644,-0.0418934768157142,0.02883479696133573,0.07903928843375296,-0.06484555843973183,-0.0009724338332337545,-0.14772735803610004,-0.083285871100647,-0.05036833252026662,0.01759515458387939,-0.2893205596208446,-0.140545524706724,-0.16544356863917442,-0.10221864138016201,-0.1003823373929833,-0.16981668237594194,0.009903522766729234,-0.027574938248952963,0.0828254782094261,-0.12833770618895213,-0.10482789505865076,-0.1087343259493585,0.031399955341350205,-0.11341873096257982,0.07696754637883652,0.02117506625372434,0.08691222260473774,0.055113843262897255,0.0035132114697848937,0.04703887761373815,-0.0536926997137277,0.016675556154076232,0.06944053426273367,0.012717974455603742,-0.009437720164974017,-0.006593893604011969,-0.08796302101071962,0.05923224973475649,-0.2079395279348284,-0.01611202185304439,-0.058756717279061954,0.04904876167792471,-0.08866338760832693,0.07576126461461008,-0.06716917092289809,-0.09509675980209265,-0.07890073108336049,0.045551761859603745,0.07515225571130413,0.0015030663556582224,-0.3416819571570584,-0.057374970733426345,-0.014182091005699782,-0.004961803321681835,-0.03909251037831707,-0.11257861775127043,-0.004305374500854997,-0.06667477317260029,-0.05278047475737502,0.07081608948000861,-0.112839922548998,-0.34531136856771294,-0.09517622850478147,0.07546197884487904,-0.03029948916033609,-0.011180088977214453,0.003011159780202499,-0.11726745205028766,-0.10956126750761697,0.0575087035104902,-0.21980205219746485,-0.06556972484977308,0.016485279195813107
2024-11-11,0.013506029925227425,0.0945831596835427,-0.010596585130576486,0.00953598095451702,-0.01828750820119085,0.08046425274411906,0.12234197010426129,0.019917871852060176,0.10576004199498479,-0.09543474374900418,0.01416136945493407,-0.060870501696112855,0.01364056085495291,-0.09845050105057473,-0.06763720264366069,-0.18219830342287824,-0.06420524167851793,-0.14597700960140747,-0.015536372589125547,-0.0711740292825076,0.010087321926192439,0.07672672194472707,-0.07125564521207539,-0.2218013061527726,-0.021205728034211724,-0.05071756070730671,-0.18615076648710494,-0.08073736914703677,0.15305512745215655,-0.033549031366940874,0.020506890848388748,0.10017386804834116,-0.07149687205248889,0.014977621419725917,-0.15295372761217219,-0.09619459398487851,-0.04832361750037606,0.0345261559603649,-0.30930331233392105,-0.14220133366327103,-0.2045121642963592,-0.1060660897753527,-0.10481509539542144,-0.16664743236726798,0.008764266004633425,-0.04282609913015367,0.08441216817160857,-0.06324277609904283,-0.13081330038193673,-0.1051404788750534,0.03976224417713703,-0.07647660646126009,0.08926268172609775,0.03712763383349316,0.10688150458596124,0.055596819275567144,0.00030961636861415176,0.08107135704398472,-0.055469338064239926,0.011506952600519038,0.06453442680128918,0.012197865498919547,0.01149245334095128,0.012987054052373326,-0.08206262601151426,0.08201949225372773,-0.21832044611386658,-0.0040592768276965785,-0.01618033602886082,0.07268511122454147,-0.11434855859129955,0.06755942929717351,-0.10379395310806849,-0.07759634486353417,-0.07600841308334494,0.06035129883954904,0.08616017912217744,0.023869531837674818,-0.38450940019121704,-0.040382826560346974,0.009942288136663313,-0.005083435595291785,-0.04981691367477881,-0.15420946727169005,0.007081566559015817,-0.06183401230897512,-0.0439868017858831,0.08376330199485726,-0.11866321341355124,-0.6069788571895762,-0.05938879308510847,0.17014124895862381,-0.04548129524858946,0.0014856481538518818,0.022214042078829044,-0.10332916419775251,-0.1190614823416134,0.05953491970003855,-0.19655811899581743,-0.051310747889841135,0.025402539070468633
2024-11-12,0.02949974378044473,0.11854714571065617,0.002227735079409765,0.010943501583177584,-0.03290491359660064,0.12754208603064554,0.13093724711214472,0.07941597573322434,0.12620661909709985,-0.11394908361424516,0.03340461901336911,-0.043360534207828705,0.025639352865142517,-0.09424964297594007,-0.025105098396919878,-0.1687406776336371,-0.045002575878945406,-0.12056203262746878,-0.013717982103316428,-0.05487103546229788,-0.0011981497866346835,0.08709058443649442,-0.049321096608083925,-0.1927079627223529,-0.01775053273860916,-0.049292922578596965,-0.16976402527020107,-0.08181316486037415,0.19015571150801047,-0.023125674363926763,0.034263773852691526,0.1176903965319902,-0.06338845551480321,0.027891183142229825,-0.13991485605947318,-0.07410737131342704,-0.03375739797391919,0.05186117176527938,-0.2011504031400586,-0.10934755895703696,-0.180547027128255,-0.10201385758675485,-0.10099387361378076,-0.13360129700999246,0.029705014009779096,-0.0749538997143735,0.09665118605398326,-0.030716693555887797,-0.1333689749053053,-0.10143357080145932,0.05544558243856701,-0.0816325051984843,0.1015070548888033,0.046044584980154846,0.11904128052662732,0.07351801358178645,0.034499195098954605,0.11668597601658748,-0.04442811374690092,0.03611540042776251,0.056855313831702614,0.01899786149470606,0.009484763663601403,0.039849586391054515,-0.09185714104813969,0.10128545680238099,-0.18770996543899754,-0.009280873830284975,0.03913606370942013,0.10433005491662961,-0.14936877195858433,0.06053917510701112,-0.10966560899598088,-0.07402015418737196,-0.0764252082495871,0.06678027695763422,0.08539211673762559,0.033012391113743544,-0.379032174421313,-0.03447693437017696,0.08217241699660949,0.010189353001125334,-0.04263404465002152,-0.15685740269590598,0.02370890119020641,-0.03809423886055363,-0.04186253450685373,0.10440702547806369,-0.1069426314317119,-0.4988592112857668,-0.026458867786312013,0.15975982228379548,-0.015312106317264096,0.025930661163725444,0.032919733639452886,-0.07724970924545538,-0.10602495033903403,0.06459815339981323,-0.1746835246182079,-0.05853786845883757,0.030061288114060947
2024-11-13,0.036272470076055274,0.11211287453637475,0.0026713041809850457,-0.0042315640555075085,-0.04816644938192649,0.04308460964787497,0.11069967061706043,0.07274928387183621,0.1493701292570273,-0.14071076412476535,0.013637838917461398,-0.037250891957181675,0.08126028478397818,-0.08851446691153231,-0.02438291730164921,-0.15777769139869102,-0.023813286055709648,-0.1070886968870659,-0.01171438902380273,-0.10952926512504702,-0.0012132556040749254,0.09871774135590217,-0.042745211938130634,-0.18375542782310372,-0.0702538513837736,-0.04511540145846138,-0.18508775052850468,-0.09430462245136328,0.1557728624192326,-0.07439261869178271,0.03119473333980516,0.11423658850317864,-0.09021443531288709,0.04960722831053177,-0.1913959724133807,-0.09766086737589563,-0.04603458087676793,0.036784546031933596,-0.25116412574536007,-0.079352056075364,-0.20606059625210182,-0.08142608563884512,-0.08110725495901283,-0.13752417958050978,0.012969662810093596,-0.07272061777523353,0.08747303927975492,-0.09973522701236637,-0.14300281724705988,-0.12167952237793078,0.06617915691889953,-0.08440134057876691,0.10435034200217663,0.05090388656849709,0.11114399707355549,0.07813212278268222,0.029644448211079255,0.03287069308751356,-0.02888228085115485,0.05103085803657703,0.08077986513007218,0.020814877071833715,0.010694553354662517,0.03153322577884765,-0.10721432828277089,0.1168296399082639,-0.19238643280030998,-0.015427333890132067,0.04217784365374666,0.10327326728019515,-0.17633640574658815,0.06819291048103893,-0.12671885627812385,-0.11147416014092837,-0.0892643021969659,0.06344494960987801,0.07829383154976977,0.03462924739152684,-0.4305915702653207,-0.04002652531431061,0.07852249981392445,0.01023746347023391,-0.05008440630899691,-0.09113778218672985,0.035167088467129015,-0.025997707651223667,-0.036726953392783424,0.09761528447765255,-0.10989262931764787,-0.5040305106277112,-0.036200926860482374,0.14471146307400418,-0.08912616500906978,0.02188868114867426,0.0008970190574092429,-0.08872327451688133,-0.11020229174374863,0.05944227396755497,-0.1611821122811059,-0.047152360650677405,-0.009306327672909065
2024-11-14,0.01427613199068023,0.10936680535056276,0.023680224347396805,0.027373381194278013,-0.05438370300386275,-0.00763860102246805,0.11074110039194163,0.07990557970444567,0.14394342320346665,-0.13157470393385107,0.03642128554411406,-0.023501876741485406,0.10819880676067817,-0.07242989856990456,-0.0096824221624503,-0.14610804490240148,-0.030844192058774755,-0.09612151909297251,-0.0043161969445069115,-0.0701063167627356,0.012367914951577741,0.09173730032001592,-0.02911252477692705,-0.1614707399549531,-0.08129582560252713,-0.042526974573793064,-0.14023941846974575,-0.027314625624246025,0.14328041015114912,-0.08787729467178962,0.03598222160547693,0.10689110297605098,-0.12785533957840722,0.07597248728285078,-0.1664707788712716,-0.0753864431090614,0.040837113211684706,0.07170365474338414,-0.1865924622620927,-0.06178668747019733,-0.1756783597067464,-0.06363194917160508,-0.06309029489725781,-0.11087852743660087,0.030792319050900074,-0.0534800689169499,0.09857040393318817,-0.12191847986618631,-0.14993678300842372,-0.1284332275654434,0.07554174821325066,-0.08151488803723272,0.11364609236951462,0.06299846264742615,0.14206364203208133,0.12049045885174325,0.0441929538269491,-0.008767147060381841,-0.012313623884127267,0.04589036248373646,0.08830477155697514,0.04433814360964328,-0.0006413761857404499,0.029556314719993204,-0.10426650786971625,0.10921926387268566,-0.11686913463748949,-0.025882096628357942,0.09209084279319968,0.10795109437818928,-0.1926780849653753,0.0984035844523139,-0.13160732402603736,-0.08134363871145966,-0.07026374109935873,0.053473180862522285,0.10939811637547892,0.02504731012266459,-0.41139994930719537,-0.060468148633201935,0.0437951871211838,0.05783546509285631,-0.03949286708005961,-0.11632796803991585,0.05970300675829754,-0.018739644996480065,-0.024873476187097898,0.09894331515835963,-0.08186199570570363,-0.40595486423621296,-0.033216556263227615,0.1277167141586376,-0.0381735262965861,0.050463575998725196,0.023557020360071346,-0.022353367457352835,-0.07413757911533647,0.06923277846465936,-0.14602407959046415,-0.040014698650002956,-0.00738153899883609
2024-11-15,0.029732706089273697,0.12504649788565492,0.016880156524178402,0.05752364668818244,-0.013163473867676023,0.07836716708006475,0.1366400390625,0.11738704965324498,0.12361693716818534,-0.08041381074609966,0.09194067745188206,-0.0038141202645392003,0.09735364982851913,-0.09741789028986991,-0.013156224929965488,-0.13828690399876709,-0.04475818315176161,-0.057164394134333385,-0.009509482918836465,-0.0844106288172548,0.022915797229032808,0.06468048445970787,-0.01539187451039492,-0.16269598343716085,-0.06551940017675406,-0.025963489690764785,-0.11730987080848765,-0.018794253723827925,0.15528928357657357,-0.06759255907569894,0.015278608541264171,0.15251129205179115,-0.19204473232937436,0.060879295335699246,-0.15256716926421388,-0.07365275421030826,0.06566531076864623,0.08145588871554543,-0.212352919647407,-0.011904877876242947,-0.15512355443839798,-0.05701768951573327,-0.058675695904308656,-0.12200377892863123,0.01785367743987476,-0.04813158410205243,0.11282400955638383,-0.08511585570210944,-0.12908097184865697,-0.11373561546808864,0.06365915510644504,-0.09308448870625408,0.11673813406535405,0.07604001707775787,0.18501843922864614,0.12268294470680274,0.03827485927148233,0.042247583091663654,-0.015824632721118448,0.070130284206255,0.09322270836492985,0.025169840898326523,0.039606210654550944,0.038323546074824466,-0.1244472012501383,0.12246026985079161,-0.1312785277380557,0.0041274772641261,0.1402052128756489,0.0886846322452417,-0.1982259064129075,0.08081533490927895,-0.1027891896388573,-0.03688009090456079,-0.045878816265942035,0.09188752718339577,0.1395557697201999,0.010118417496205234,-0.5659523010253906,-0.07033457332847659,0.06195209842320204,0.05239538556590295,-0.039453815215307886,-0.12524638544254318,0.051456223616603514,-0.033954750647563925,-0.043718207728989045,0.14379652595296288,-0.061545459218124154,-0.4519444162565063,-0.020898161427779893,0.08322905380327217,-0.046287255203087074,0.025442601843364887,0.009896013237421397,0.0014008646382298595,-0.06831731420898302,0.05017090558740955,-0.16135976560298082,-0.04153787768533479,0.0004952639004459636
2024-11-18,0.028634595959314835,0.11955945276490254,0.017003143098433426,0.06386983701547144,-0.009315045314195025,0.0838699984360829,0.10925183311891917,0.1264403662813134,0.12134334966800364,-0.06725218839965486,0.07904838296190064,-0.031612468496101886,0.07180648311491933,-0.10396959134924777,-0.03215228575488838,-0.15329505131537347,-0.042650590691939216,-0.06726789030144054,-0.015920879105872032,-0.10758757908243588,0.02035917197625914,0.058132647571675466,-0.02551893133520622,-0.15357633420633232,-0.08408232439640373,-0.035041890520132846,-0.10005467175112193,-0.009689993246119188,0.060745604311641,-0.07728000092455711,0.010275821967843157,0.1615278602969027,-0.16714640024594662,0.05082619371136021,-0.17431002961363484,-0.07583822043489263,0.07287338394921394,0.07834489116838184,-0.19305526072536083,-0.02006447191652616,-0.14375764338102992,-0.0711906351865581,-0.07269605848914074,-0.11256376396950007,0.010987983397170109,-0.03583738499321365,0.09677012127283213,-0.0909090756789348,-0.10683371156224752,-0.020128542152845652,0.06268153001852872,-0.0872343225200265,0.12180586443205432,0.07787038552582193,0.20650525869751424,0.13214893552034013,0.030950992851611847,0.03116419546783289,-0.010245143250596556,0.0804268934020983,0.10813084917641602,0.05041205543584781,0.03828488123751339,0.031653907900532574,-0.13565818207970715,0.11168345768522803,-0.11380892021463196,0.0057394340168942515,0.12271701168284077,0.09469073289721741,-0.10886386650871671,0.0968402775031878,-0.09068612154620426,-0.015579539052714919,-0.06319771002529628,0.09556719826886095,0.13599783470477755,0.0030945036282387095,-0.42564571983344246,-0.09574917915447156,0.0375613502824107,0.0468086327380558,-0.04317439609952789,-0.14446523110408438,0.047974522827199606,-0.02221340509759817,-0.052173788996078496,0.16689100343286234,-0.06191482138485105,-0.5348436561773726,-0.0507583037875865,0.12417889560760476,-0.03518208532364864,0.0396967666519672,-0.006349783338162718,-0.029495501933886947,-0.07615938076987971,0.039554362446427405,-0.15781396699092665,-0.03406724271471173,-0.0107374356883565
2024-11-19,0.033613150928579194,0.10705478361127085,-0.0011967260500049814,0.05871858986326839,-0.0038174718794163898,0.08213171186741353,0.11722606220599774,0.10908402419454688,0.0917507007574423,-0.08219174212800828,0.08133786764655326,-0.05470192224425108,0.08897510054455027,-0.11135070670776925,-0.022799371294838,-0.1405383779520737,-0.027565280470757125,-0.11722958178063192,-0.010125779154540382,-0.11933251013960011,0.0208719489804593,0.057870440770924514,-0.04416474112556856,-0.1564593124265028,-0.08467732451558918,-0.05031276261555084,-0.110336902346718,-0.007421811876576534,0.041258370062987826,-0.068584514967585,0.01688122173867579,0.15160416971227664,-0.16352711144641185,0.043601597152011395,-0.17826715289811057,-0.09021237145703598,0.08802910978251688,0.08582612172406567,-0.229967810029309,-0.016919637207495786,-0.1263028731283906,-0.0831121854190009,-0.08563405086579912,-0.12278873964227599,-0.000984182284017976,-0.03532009549927784,0.08562245502758481,-0.059544684818991556,-0.049256584927867,-0.038468994596166484,0.060369637027005596,-0.09008964455762536,0.0987761245849823,0.08130576260874334,0.19334032237482457,0.1323602397433995,0.05952933174289077,0.03665568552652898,-0.00864056222546461,0.07672527347060476,0.09314217865121266,0.0662419469412443,0.024462591263544553,0.044261616283851835,-0.1386057979496531,0.09215710983435887,-0.1268646576953607,0.0023639395593962886,0.10405201289680066,0.08270860133545244,-0.12855055833803375,0.09290623467071224,-0.11298647006621154,-0.02296290434539694,-0.08713168762470413,0.10450832944144461,0.11891235028097746,-0.007195973651726195,-0.47494141491675257,-0.08893737788751732,0.02544226848764597,0.05009083011314441,-0.026006387287031085,-0.13538761067130767,0.040020396398587677,-0.0401815587246479,-0.049399874905356134,0.14486784672598774,-0.04681970135072766,-0.5809915026291692,-0.0338344234988337,0.14081533631587095,-0.009676857244961257,0.02937399271799679,-0.02672177006535259,-0.051752985992336464,-0.0892205730714497,0.040503529372771574,-0.15359448912187124,-0.07164957796943883,0.003957289860847979
2024-11-20,0.028016771920265082,0.11125232808166075,0.001636253073899141,0.039592205887933885,-0.012958599173127139,0.06836054304848838,0.10701531978893375,0.09224788634254899,0.09292890799082187,-0.06947816629731607,0.08992081405329988,-0.05620416208470158,0.08631475250374698,-0.08888899671199635,-0.025819925814694278,-0.14588418690064686,-0.023840700408623627,-0.09704323020299954,-0.015993009361809918,-0.08378693985293184,0.017916893809236778,0.05779061523356044,-0.03465710296743674,-0.16187824355196523,-0.0878348004733398,-0.04009367335282987,-0.1296087184916066,-0.01590104303227946,0.0003517708563360866,-0.07988158527532963,0.004155952691496934,0.10785350285047524,-0.18110403716709222,0.04217439332166928,-0.1840574151738319,-0.06760806399922226,0.08477386899589145,-0.0074719331980313,-0.2400331596378813,-0.005331184728667893,-0.02121710720700487,-0.06300200914048526,-0.06564122894912283,-0.12276706387924907,0.004603815258197086,-0.024447268552170387,0.06871353903220379,-0.07187502847186211,-0.06727466198436738,-0.04699518323520535,0.06326082670774136,-0.07433509172782449,0.09301661975266629,0.0660027121615393,0.16993048948573264,0.07322614354949974,0.029660213462480822,0.0404108171454004,0.0009357234796069092,0.0755664011499444,0.09712687840955525,0.07693148820557805,0.028332780639946265,0.024368788514802175,-0.11825814686966196,0.08627159209549329,-0.12179862199536573,0.028116440646415275,0.08764597047909772,0.08148142431938521,-0.15650840013029788,0.09899281806973426,-0.11441798095273548,-0.016017715249476927,-0.08807254526295782,0.0896368184703511,0.12179668883617378,-0.007012383415297974,-0.4466697931668233,0.0077619791363583435,0.10919271278799936,0.04576932970183634,-0.021150294833727434,-0.13856794812242912,0.047096370695537515,-0.03465833670157248,-0.061860467496199334,0.12541353910578135,-0.07515658916056212,-0.5691608793128287,-0.02848303215585024,0.13443607381754352,-0.05376770500502914,0.03267755796485383,-0.018165627332637158,-0.056423251299723365,-0.0814087132955994,-0.017349455530878855,-0.14186039133374084,-0.06291144021236117,-0.005042935223596556
2024-11-21,0.00861746434044719,0.08595900949844926,-0.002136496570290136,0.025847956437555886,-0.04001815085862659,0.035778118601953346,0.10084361912003759,0.07202832811675908,0.1036814215765316,-0.07400789167920618,0.0551551288709774,-0.08026385221257515,0.08690942384226141,-0.0973075369166343,-0.03286639168255623,-0.20818625481221842,-0.04031739393061917,-0.0974369027191655,-0.024858367319787966,-0.10239969389424353,-0.010007018365664422,0.04778745247500793,-0.046931437241449325,-0.18789341394082393,-0.078193063668619,-0.06422564158220934,-0.18053661326648252,-0.022743409844448337,-0.005635842866179797,-0.08505315856542706,-0.07072251303633337,0.08183591931755696,-0.19202001457007367,0.03827805641592641,-0.18696140068713185,-0.10113800020861308,0.08038751770812713,0.016456560473636306,-0.21427043917916921,-0.029003761486008584,-0.05215431048674746,-0.02893959436983673,-0.029795032404514865,-0.15257153444391602,-0.027049178639900973,-0.03114737075481444,0.03693774415899975,-0.11191997466124604,-0.12738981473865496,-0.0742127604648235,0.06246249160474915,-0.09556405224740172,0.062490853709618266,0.04683409769065516,0.16837869644347747,0.050936714000142214,0.018103783392954265,-0.003705621395182712,-0.00266657284402827,0.03382795879831779,0.08177421450962008,0.08160820115142864,0.0010644991386848934,-0.000681214584074441,-0.12510042644971886,0.061289729267512305,-0.15029827969532672,0.025679627204749034,0.02179930563493182,0.08945384278798074,-0.1977738936212199,0.06183642754971952,-0.15354535118221224,-0.0509459148174618,-0.11166938598373077,0.07291133152002927,0.11571979591155113,-0.018693366710262005,-0.44071379174726655,0.001521944670014097,0.06686678859534267,0.04746547568535198,-0.0310178481503669,-0.13062366329960184,0.05610552560516224,-0.04590951981775082,-0.02178749492724208,0.10475456296361885,-0.07074007746213895,-0.589702898905752,0.01107915523787184,0.1276462759323429,-0.058178679645882525,0.009653990882985464,-0.011999297724657687,-0.05893274128975268,-0.09419653982390863,0.00839951769231051,-0.16575565672615222,-0.061486813810190055,-0.022132829501371853
2024-11-22,0.0019392319321391849,0.06696549821842823,-0.010468523961059573,0.01529266875440305,-0.06063749993363965,0.04603387173576856,0.0983446043912376,0.059566850571112995,0.09569331228426003,-0.05762415470011306,0.041552426242698615,-0.11600851369921461,0.038079921252062277,-0.10199290752575929,-0.047581590233432225,-0.1932408690801537,-0.05331303286646616,-0.11243373535726775,-0.04106869991860762,-0.11840200512161259,-0.026946749582792417,0.04832565302696479,-0.043697382518721684,-0.22450038324585386,-0.07819201328539194,-0.08044469290739786,-0.1927049686933604,-0.04628304943826378,-0.033677820972401795,-0.09017099955558994,-0.08655449075764388,0.04903215514837489,-0.2122642570597506,0.027110805838944096,-0.20639739124291245,-0.09931474963294296,0.06459332763052472,-0.00784455318770294,-0.1756228667314006,-0.015882044235472126,-0.1102048547555532,-0.012399008721027505,-0.012536793378271849,-0.149246951846556,-0.04301185994391732,-0.10108968262499474,-0.02901809630480101,-0.09668754846279137,-0.05983644623597062,-0.07083241774038584,0.05193370714453116,-0.10476486500755366,0.05022283912472725,0.0414787602248855,0.15939407151200335,0.03897482981893352,0.02461663542275605,0.05132560541487474,-0.020054138702973567,0.037469231422756155,0.07934224277410096,0.05253315826942151,0.015217221765793543,-0.020819116247875025,-0.13596324950659366,0.06327899450517693,-0.1391702428822379,0.016234681820940122,0.03940107908467749,0.07608588158700691,-0.1898349632225882,0.02074918655336122,-0.10874156619611375,-0.010967832836246583,-0.10270664482758951,0.05901479749865768,0.0904885252554416,-0.03926420178236256,-0.4772726456702443,0.021159746453175088,0.06728138549273588,0.030013444722218674,-0.061595221034386194,-0.12327601859180715,0.05647664977536859,-0.04463661727877177,-0.04414402368795933,0.07915602180138859,-0.020208984256861795,-0.3535011620415611,0.03536343762411276,0.08764985146625426,-0.053601110251984,-0.05044421520838993,0.013521609126663003,-0.08338499775871377,-0.09635326484491857,-0.030817074940773237,-0.1676245900334028,-0.08911355611924576,-0.026764589125887195
